anyy;mes;dia;obser;ventkh;component;plujamm;tmax;tmin;tmitjana
1964;7;3;"HOSPI";48;"E";1;42.41;2.69;19.86
1991;9;24;"STACOL";109;"O";10;34.3;-4.47;19.38
1988;8;14;"MASNOU";22;"SE";2;15.61;14.35;0.63
1957;10;28;"TARRACO";39;"SE";2;6.78;-8.82;7.8
1965;10;6;"LLEIDA";121;"E";1;27.03;-4.52;15.78
2002;11;8;"STACOL";39;"O";4;25.2;9.75;7.72
1998;6;10;"BERGA";151;"N";9;23.36;-6.84;15.1
2002;9;2;"LLEIDA";74;"S";9;39.76;10.04;14.86
1994;12;15;"MASNOU";182;"SE";4;6.12;2.32;1.9
1981;5;17;"BERGA";64;"SE";2;43.68;13.12;15.28
1973;3;20;"VIC";77;"O";1;36.85;12.7;12.08
2014;5;11;"GIRONA";85;"NE";3;41.45;13.1;14.18
2010;12;4;"TIBIDABO";60;"SE";1;41.3;18.78;11.26
2013;1;16;"GIRONA";65;"NE";10;13.93;2.33;5.8
2000;11;12;"TARRACO";158;"S";5;42.67;8.98;16.84
1985;4;29;"BERGA";102;"NO";5;22.64;4.24;9.2
2016;1;10;"TIBIDABO";166;"O";0;16.75;-3.51;10.13
2011;2;2;"MASNOU";3;"S";8;14.33;-9.59;11.96
2008;12;18;"VIC";139;"SE";7;26.72;-0.41;13.56
1996;7;25;"TARRACO";185;"N";10;16.05;-1.43;8.74
2007;12;27;"LLEIDA";141;"NE";1;37.1;4.87;16.12
1998;9;30;"VIC";30;"NE";1;30.52;1.42;14.55
1950;12;16;"TARRACO";144;"S";9;21.61;15.78;2.92
1968;10;1;"TIBIDABO";129;"E";7;21.88;0.48;10.7
2015;2;24;"STACOL";169;"O";2;3.5;-3.46;3.48
1973;2;16;"MASNOU";127;"N";1;12.59;-1.62;7.11
2016;6;9;"VIC";25;"S";9;27.1;19.64;3.73
1967;8;16;"VIC";165;"NO";5;22.88;-1.23;12.05
1972;2;29;"TARRACO";139;"NE";0;14.08;3.95;5.06
1972;3;18;"TARRACO";2;"N";2;37.42;-8.72;23.07
1997;10;25;"GIRONA";48;"SE";9;15.68;4.21;5.73
1995;7;11;"BCN";102;"NE";3;38.18;1.37;18.41
2014;12;17;"BERGA";65;"NO";2;27.62;-2.4;15.01
2003;3;29;"STACOL";177;"NE";5;2.41;-2.86;2.63
1995;11;1;"STACOL";40;"O";4;23.5;13.18;5.16
1972;12;4;"TIBIDABO";36;"S";10;21.12;14.06;3.53
1999;1;3;"STACOL";84;"SO";7;43.35;-2.27;22.81
1997;1;19;"VIC";62;"NO";5;37.1;-5.01;21.05
2014;5;16;"TARRACO";8;"N";2;37.55;-2.18;19.86
1998;11;8;"LLEIDA";155;"O";1;23.13;-2.45;12.79
1987;7;25;"STACOL";200;"N";2;36.76;2.77;16.99
1983;8;11;"GIRONA";90;"NE";9;34.3;19.21;7.54
2006;6;3;"STACOL";41;"S";2;30.68;-4.25;17.46
1989;12;7;"TIBIDABO";68;"N";7;23.25;-9.56;16.41
1990;9;2;"BERGA";22;"O";3;2.97;-4.82;3.9
1963;9;17;"LLEIDA";41;"NE";2;22.15;-8.06;15.11
1995;1;30;"STACOL";109;"NE";10;27.17;3.64;11.77
2003;3;9;"HOSPI";148;"NO";7;30.8;-1.51;16.16
1954;11;29;"GIRONA";54;"NE";10;23.44;3.61;9.92
1963;10;28;"GIRONA";33;"SE";10;34.06;13.64;10.21
1966;1;30;"TIBIDABO";75;"S";7;8.87;-1.4;5.13
2004;9;28;"VIC";35;"SE";0;19.27;12.79;3.24
1961;6;17;"LLEIDA";74;"NO";9;28.47;11.57;8.45
1989;3;17;"GIRONA";175;"S";10;15.98;8.34;3.82
1987;7;10;"MASNOU";113;"SO";1;-5.15;-9.53;2.19
1979;3;26;"GIRONA";168;"SO";6;41.74;16.24;12.75
1993;9;27;"TIBIDABO";193;"N";7;20.04;17.63;1.21
1998;4;27;"MASNOU";95;"N";10;22.46;2.93;9.77
2004;6;8;"TIBIDABO";32;"S";9;6.86;1.78;2.54
2000;12;10;"BERGA";80;"SE";2;-3.16;-7.58;2.21
2015;12;2;"TARRACO";174;"NO";8;18.64;-6.06;12.35
2006;8;4;"LLEIDA";6;"SO";7;5.33;-4.84;5.08
1981;10;15;"BERGA";112;"NO";5;9.91;-1.93;5.92
1975;12;29;"TIBIDABO";183;"NO";2;27.25;7.09;10.08
1996;9;3;"BCN";127;"SE";8;21.37;16.75;2.31
1965;1;24;"GIRONA";69;"SO";1;31.73;14.3;8.71
1961;9;3;"TIBIDABO";1;"SE";8;36.02;6.0;15.01
1964;12;16;"GIRONA";45;"O";9;40.62;-3.66;22.14
1957;3;29;"TIBIDABO";150;"NO";8;26.59;18.34;4.12
1965;2;12;"LLEIDA";151;"SO";5;29.39;15.41;6.99
2002;8;23;"STACOL";69;"SE";9;29.16;19.12;5.02
1951;10;8;"MASNOU";200;"SO";6;11.13;-2.67;6.9
2016;9;13;"TIBIDABO";107;"N";8;9.54;-3.87;6.71
1985;7;8;"BCN";83;"NE";4;22.84;-3.74;13.29
1989;2;18;"BCN";40;"SE";8;28.69;8.51;10.09
1971;7;9;"BERGA";133;"S";3;26.69;-2.51;14.6
1971;9;17;"GIRONA";125;"S";7;21.25;11.86;4.7
1986;9;23;"BERGA";74;"NO";2;15.23;2.88;6.18
1981;6;2;"BCN";59;"S";10;2.63;-7.94;5.29
2003;9;17;"MASNOU";189;"NO";5;15.21;6.0;4.61
1972;11;19;"BCN";81;"NO";9;20.34;11.79;4.28
1950;2;28;"BERGA";110;"NO";10;13.93;-4.59;9.26
1958;9;19;"MASNOU";2;"N";3;24.18;9.29;7.45
1974;10;12;"VIC";100;"NO";9;15.53;2.22;6.65
1983;7;30;"HOSPI";70;"SE";10;27.23;-7.77;17.5
1994;2;4;"LLEIDA";102;"NO";0;42.32;14.64;13.84
1980;11;29;"LLEIDA";93;"N";9;25.0;-3.06;14.03
1954;8;6;"TIBIDABO";145;"N";4;41.01;13.65;13.68
1995;4;18;"VIC";197;"O";5;39.16;9.54;14.81
1986;6;5;"GIRONA";59;"SE";5;-1.94;-4.02;1.04
2012;8;26;"HOSPI";23;"NE";9;35.26;-7.95;21.61
1954;1;16;"MASNOU";9;"NE";8;19.44;7.01;6.22
1964;8;11;"HOSPI";129;"O";10;31.5;18.8;6.35
2000;7;4;"MASNOU";58;"NO";0;36.62;0.98;17.82
2018;2;21;"VIC";80;"E";3;42.04;1.33;20.36
1967;7;4;"VIC";44;"N";9;32.44;8.67;11.88
2004;9;29;"MASNOU";99;"E";4;20.94;0.85;10.04
2012;5;8;"MASNOU";196;"SE";7;6.43;-1.39;3.91
1976;5;13;"HOSPI";39;"NE";1;22.27;-7.88;15.07
1964;11;12;"VIC";199;"N";6;41.17;-2.49;21.83
1964;9;24;"TARRACO";49;"NO";10;9.31;2.07;3.62
2006;3;24;"GIRONA";163;"SO";2;19.67;14.16;2.76
1983;3;17;"TIBIDABO";115;"N";5;19.15;18.39;0.38
1962;5;20;"TIBIDABO";158;"NO";8;42.79;-3.83;23.31
1985;7;22;"TARRACO";99;"O";8;-6.14;-8.22;1.04
1961;10;29;"MASNOU";165;"S";3;30.04;5.94;12.05
1957;11;1;"STACOL";72;"O";5;-2.66;-8.36;2.85
1968;4;25;"GIRONA";199;"S";7;43.92;1.14;21.39
1992;8;8;"BERGA";50;"O";7;26.84;17.55;4.64
1958;11;15;"LLEIDA";196;"NO";5;3.04;-7.22;5.13
1952;6;25;"VIC";67;"NE";7;29.73;4.33;12.7
1978;9;20;"BERGA";29;"S";2;40.37;4.66;17.85
2001;3;5;"LLEIDA";137;"NO";5;14.45;13.22;0.61
2011;12;10;"BERGA";179;"S";9;18.15;11.14;3.5
2003;7;10;"VIC";112;"O";5;25.96;-5.77;15.87
1994;1;10;"TARRACO";6;"NE";4;27.18;15.72;5.73
2002;7;7;"HOSPI";28;"S";8;24.99;-6.81;15.9
1966;4;26;"BERGA";146;"S";10;31.91;-6.74;19.32
1958;11;16;"BCN";200;"NE";4;9.24;-5.58;7.41
1971;9;20;"GIRONA";127;"E";1;25.25;16.94;4.15
1992;10;9;"BERGA";98;"E";5;39.15;17.55;10.8
1999;8;15;"GIRONA";106;"NE";3;31.9;-1.83;16.86
1988;9;17;"VIC";4;"N";5;18.92;16.71;1.11
1969;7;25;"MASNOU";94;"NE";6;43.78;9.89;16.95
1983;5;22;"TARRACO";147;"SO";10;40.33;15.37;12.48
1982;5;2;"HOSPI";12;"SO";4;44.02;16.1;13.96
2014;1;5;"VIC";80;"N";0;37.93;1.85;18.04
2018;4;13;"VIC";128;"S";1;25.47;2.78;11.34
1967;1;9;"STACOL";193;"SO";9;2.75;-8.49;5.62
1982;11;16;"LLEIDA";162;"N";8;44.22;5.6;19.31
1953;7;11;"GIRONA";186;"NO";2;44.77;2.02;21.38
1981;3;13;"TIBIDABO";63;"O";0;24.03;-1.8;12.92
1973;10;18;"VIC";85;"O";0;21.29;15.03;3.13
1981;10;13;"TARRACO";184;"NE";1;25.29;4.53;10.38
1951;1;23;"STACOL";143;"N";2;35.36;-9.76;22.56
1966;9;15;"TARRACO";42;"NO";2;11.49;5.99;2.75
1971;7;20;"VIC";141;"SE";10;35.13;8.61;13.26
2008;8;24;"BERGA";5;"SE";3;40.5;15.99;12.25
2017;4;6;"VIC";130;"NO";0;16.37;1.69;7.34
1977;5;11;"LLEIDA";172;"SE";3;34.09;11.79;11.15
1956;8;14;"MASNOU";95;"SE";2;26.69;8.82;8.94
1979;5;12;"BERGA";19;"NO";10;-3.81;-6.84;1.51
2015;4;14;"LLEIDA";34;"E";4;27.28;18.45;4.42
1987;7;11;"BCN";106;"S";2;25.72;10.96;7.38
1991;2;4;"MASNOU";39;"NO";0;23.47;15.58;3.94
2006;2;1;"BERGA";14;"S";4;43.74;13.53;15.11
1988;2;21;"MASNOU";121;"NO";7;40.82;18.96;10.93
2011;1;13;"TIBIDABO";136;"O";5;42.21;13.73;14.24
1976;8;30;"LLEIDA";39;"SO";5;43.25;-2.13;22.69
1968;11;11;"VIC";153;"SO";4;36.48;9.1;13.69
2007;11;18;"TARRACO";132;"NE";10;23.78;-8.06;15.92
1993;6;10;"MASNOU";58;"S";7;31.2;6.21;12.49
1987;7;7;"HOSPI";138;"S";10;20.67;4.04;8.32
1982;1;27;"STACOL";44;"N";1;6.23;4.01;1.11
2012;10;25;"BERGA";95;"S";9;31.19;15.28;7.96
1960;10;19;"TIBIDABO";157;"S";9;32.51;18.52;6.99
2001;5;2;"STACOL";33;"NE";8;34.84;2.41;16.22
2001;1;18;"VIC";138;"E";0;38.22;18.25;9.98
1970;2;4;"MASNOU";67;"SO";5;19.15;16.59;1.28
1982;5;3;"BCN";88;"NO";10;15.58;6.7;4.44
2015;4;17;"HOSPI";67;"SO";9;22.4;0.67;10.86
1982;10;2;"TIBIDABO";64;"SE";4;18.13;9.05;4.54
1963;12;10;"TIBIDABO";178;"NE";7;41.8;-3.74;22.77
1994;11;30;"BCN";122;"SO";8;5.02;-3.1;4.06
1950;7;11;"TARRACO";37;"E";9;30.16;12.02;9.07
1952;12;12;"VIC";171;"S";1;17.53;13.81;1.86
1959;5;7;"BERGA";140;"SE";0;16.6;0.35;8.12
1959;9;22;"BERGA";60;"N";4;18.08;17.27;0.4
2012;10;14;"MASNOU";52;"SE";7;23.25;9.39;6.93
1956;4;5;"STACOL";87;"O";6;33.66;-2.39;18.02
1950;1;14;"BERGA";97;"S";2;30.49;5.43;12.53
1966;10;24;"TARRACO";176;"E";10;14.65;-0.55;7.6
1954;4;14;"VIC";117;"NE";0;13.77;-7.24;10.5
1980;2;20;"VIC";63;"SE";3;27.84;-5.21;16.52
1988;5;19;"HOSPI";143;"SO";10;36.71;15.79;10.46
2014;7;1;"HOSPI";4;"SE";7;20.52;5.59;7.46
1977;10;26;"TARRACO";117;"NE";10;33.27;17.9;7.69
1953;1;1;"GIRONA";109;"SO";3;4.67;3.32;0.68
2007;5;11;"TIBIDABO";2;"NE";7;22.83;3.46;9.68
1970;4;8;"STACOL";83;"S";8;24.97;5.04;9.96
2016;3;16;"MASNOU";32;"SO";4;19.44;15.97;1.74
2001;7;2;"BERGA";106;"NE";3;36.61;10.75;12.93
1985;8;12;"STACOL";44;"SO";0;8.9;3.05;2.93
1991;5;15;"VIC";135;"O";7;1.16;-2.81;1.98
2013;4;9;"STACOL";16;"NE";6;26.88;-7.09;16.98
2009;9;9;"STACOL";53;"E";2;19.42;3.31;8.06
2010;3;13;"TARRACO";56;"SE";5;5.6;-2.72;4.16
1974;10;8;"BERGA";164;"O";8;40.73;11.69;14.52
2000;7;24;"VIC";10;"SO";1;18.06;3.69;7.18
1972;9;2;"TARRACO";24;"NE";1;37.35;-2.53;19.94
1989;3;14;"TARRACO";96;"N";8;31.26;1.07;15.1
1962;5;14;"TIBIDABO";184;"O";0;38.15;14.22;11.96
1952;6;29;"VIC";76;"NE";0;36.82;1.22;17.8
2007;3;20;"BERGA";72;"S";4;21.02;2.41;9.3
1953;1;7;"HOSPI";39;"S";0;41.9;13.36;14.27
2009;9;23;"BCN";128;"N";1;5.67;1.51;2.08
1973;7;18;"GIRONA";66;"NO";6;13.32;11.36;0.98
2008;2;27;"BCN";194;"O";2;5.64;1.71;1.96
1987;3;18;"STACOL";81;"SE";10;24.21;0.91;11.65
2018;5;16;"BERGA";15;"NE";9;39.46;-1.93;20.7
1988;12;28;"STACOL";117;"NO";0;31.7;14.81;8.45
1981;4;14;"GIRONA";68;"NE";5;22.61;2.5;10.05
2016;10;24;"TIBIDABO";88;"NO";8;25.11;5.12;9.99
1961;2;15;"TIBIDABO";186;"S";3;20.04;-7.83;13.93
2017;8;16;"GIRONA";170;"NE";3;18.33;-8.0;13.16
1991;1;1;"BCN";185;"O";0;38.8;7.06;15.87
1963;8;8;"TIBIDABO";120;"N";10;24.03;5.91;9.06
1993;7;26;"BCN";118;"SE";3;33.69;-3.41;18.55
1992;10;7;"STACOL";188;"N";0;-2.09;-8.99;3.45
1977;6;2;"BCN";18;"NE";0;27.87;12.56;7.66
1958;11;1;"MASNOU";103;"NE";4;15.52;3.8;5.86
2009;4;10;"HOSPI";147;"SO";9;2.68;-6.92;4.8
1997;12;3;"MASNOU";164;"S";5;28.73;6.51;11.11
2010;7;23;"STACOL";45;"NE";3;41.85;18.37;11.74
1988;12;21;"LLEIDA";200;"SE";4;44.93;10.82;17.05
1963;6;14;"VIC";81;"S";6;23.03;5.79;8.62
1968;5;25;"TIBIDABO";32;"NO";6;27.31;13.65;6.83
1982;10;24;"LLEIDA";195;"NO";3;25.89;17.26;4.31
1969;11;18;"BERGA";49;"O";5;29.23;15.92;6.66
1974;4;1;"LLEIDA";61;"NE";8;6.96;-3.05;5.0
1997;6;30;"STACOL";176;"NE";9;2.04;-0.11;1.07
2017;5;12;"BERGA";53;"NO";2;19.55;8.59;5.48
2009;11;7;"TIBIDABO";98;"NE";9;30.48;-0.48;15.48
1989;8;22;"BERGA";199;"E";9;33.88;19.94;6.97
2014;5;25;"LLEIDA";4;"S";0;41.93;-6.58;24.25
2010;12;30;"STACOL";81;"N";6;43.12;7.93;17.59
1985;6;29;"MASNOU";58;"NO";0;2.17;-2.11;2.14
1958;6;13;"BERGA";72;"NO";8;13.39;13.02;0.19
1970;8;16;"BERGA";156;"N";2;43.0;15.55;13.72
1954;10;7;"BCN";0;"NO";1;25.78;16.25;4.77
1995;12;14;"BERGA";85;"E";0;15.46;5.63;4.92
1983;6;7;"HOSPI";100;"S";4;24.65;5.78;9.43
2018;9;24;"BCN";82;"N";3;13.45;13.12;0.17
1975;10;23;"BERGA";172;"SO";2;28.47;10.1;9.18
1984;6;17;"MASNOU";36;"O";3;13.43;8.0;2.71
1981;4;30;"BCN";7;"NO";8;34.88;6.25;14.32
1985;5;14;"BERGA";60;"SO";6;19.1;10.14;4.48
1995;6;3;"MASNOU";170;"SO";9;39.26;6.48;16.39
1963;12;7;"BCN";175;"SE";4;41.9;14.34;13.78
1979;1;14;"STACOL";162;"SO";3;24.56;14.22;5.17
2017;8;20;"MASNOU";91;"SE";7;15.97;8.21;3.88
1990;12;2;"LLEIDA";153;"O";9;29.86;-0.6;15.23
1976;3;2;"BERGA";47;"N";10;40.09;-6.21;23.15
2016;10;10;"VIC";96;"SO";1;42.65;8.32;17.16
1991;11;13;"STACOL";180;"NO";5;-0.85;-9.71;4.43
2009;11;21;"MASNOU";182;"NE";7;38.7;16.48;11.11
2012;9;26;"STACOL";125;"S";9;3.14;0.51;1.31
1995;10;6;"TIBIDABO";78;"S";9;31.39;7.16;12.12
2009;1;12;"GIRONA";129;"SE";4;44.38;17.08;13.65
2006;5;1;"TARRACO";101;"NE";2;24.0;13.86;5.07
1955;10;2;"BERGA";113;"NO";5;38.56;-9.06;23.81
1987;2;2;"VIC";24;"O";7;27.92;17.31;5.31
1968;6;2;"TIBIDABO";171;"NE";6;38.33;13.24;12.54
2003;4;18;"BERGA";160;"SE";6;33.27;-8.66;20.97
2000;11;6;"BCN";115;"NE";6;29.21;11.42;8.89
1990;1;22;"BCN";27;"SO";7;33.15;18.63;7.26
1997;9;19;"TIBIDABO";175;"NO";10;3.64;-1.7;2.67
1984;1;5;"STACOL";71;"SE";6;18.22;10.15;4.03
1990;6;29;"TIBIDABO";90;"SO";10;42.74;-8.56;25.65
2018;10;16;"TARRACO";106;"O";6;44.04;-9.3;26.67
1955;12;24;"STACOL";131;"E";2;35.96;19.74;8.11
2005;1;6;"MASNOU";43;"NE";9;2.95;-4.86;3.91
1987;4;11;"TARRACO";40;"SO";10;43.39;-6.36;24.88
1975;6;1;"TIBIDABO";169;"N";10;39.88;18.45;10.72
1990;3;27;"GIRONA";77;"NO";2;13.76;2.01;5.88
1955;8;14;"MASNOU";158;"NE";3;33.12;3.64;14.74
2018;1;2;"VIC";21;"SO";9;25.73;2.75;11.49
1977;8;22;"HOSPI";17;"N";9;25.75;9.74;8.0
1983;3;21;"TIBIDABO";39;"NO";8;33.8;-5.89;19.84
1959;5;18;"MASNOU";50;"SE";3;15.35;-8.9;12.12
1984;4;3;"HOSPI";156;"E";8;12.63;12.26;0.19
1962;5;5;"STACOL";129;"S";1;33.47;13.72;9.88
1993;5;12;"BERGA";48;"SO";2;13.85;13.02;0.42
1953;4;30;"STACOL";182;"NE";8;15.4;4.54;5.43
2012;10;14;"LLEIDA";75;"E";10;27.95;5.51;11.22
1988;8;8;"TARRACO";166;"O";9;6.49;-8.47;7.48
1976;9;10;"TIBIDABO";89;"NO";2;18.58;-4.21;11.39
2017;4;26;"BCN";105;"S";2;6.84;3.32;1.76
1987;9;4;"STACOL";157;"N";3;25.4;-3.83;14.61
2011;10;2;"BCN";18;"NE";6;24.82;12.51;6.16
2015;5;19;"STACOL";96;"NE";6;27.1;19.39;3.86
1976;10;2;"TIBIDABO";44;"SO";10;39.17;-7.91;23.54
2009;10;9;"MASNOU";139;"NO";9;20.02;16.24;1.89
1953;1;26;"HOSPI";126;"NO";0;31.34;18.67;6.33
2014;10;15;"TIBIDABO";105;"SO";5;15.47;-3.35;9.41
1966;4;3;"TIBIDABO";50;"S";0;26.09;18.89;3.6
1962;1;24;"TARRACO";135;"S";6;13.09;-8.16;10.62
1971;2;3;"TIBIDABO";90;"SO";2;38.44;13.07;12.68
1973;4;5;"TARRACO";120;"O";3;14.45;10.15;2.15
1950;12;9;"HOSPI";85;"N";8;42.22;4.47;18.88
1987;6;26;"TARRACO";68;"NO";6;23.73;8.67;7.53
1957;5;15;"VIC";110;"O";10;6.22;-8.97;7.6
2002;2;12;"GIRONA";170;"S";4;35.37;6.71;14.33
1998;6;6;"MASNOU";41;"O";3;43.56;19.81;11.88
1964;8;17;"LLEIDA";26;"SO";8;40.38;16.41;11.99
1964;2;13;"BERGA";84;"S";0;24.64;2.11;11.27
2017;7;18;"GIRONA";87;"E";3;34.7;1.79;16.46
2012;5;2;"VIC";46;"NO";9;42.95;8.04;17.46
1987;12;26;"TARRACO";163;"S";2;15.42;-0.14;7.78
1984;12;25;"BERGA";115;"NO";1;-2.51;-9.28;3.38
1985;2;20;"BCN";2;"S";5;17.14;1.02;8.06
1997;7;27;"VIC";162;"E";5;29.66;12.36;8.65
1992;10;13;"BCN";193;"NO";0;13.7;3.39;5.15
1961;2;8;"BCN";6;"NO";3;13.18;-3.28;8.23
1989;5;11;"VIC";65;"O";10;12.0;-6.14;9.07
1984;2;18;"LLEIDA";113;"SE";3;35.18;11.84;11.67
2018;11;10;"BERGA";101;"NE";7;18.61;15.28;1.67
1964;7;22;"STACOL";51;"SE";7;23.24;-3.57;13.4
1989;5;5;"BCN";128;"SE";1;28.74;18.63;5.05
2016;4;25;"GIRONA";154;"SE";8;42.2;19.56;11.32
2016;10;12;"TIBIDABO";98;"O";10;16.52;7.54;4.49
2011;5;14;"HOSPI";149;"S";7;21.12;19.94;0.59
1985;12;12;"TIBIDABO";20;"N";6;36.76;11.54;12.61
2005;5;16;"TARRACO";123;"NO";6;40.8;16.05;12.37
1956;10;2;"VIC";93;"NE";9;23.45;5.54;8.96
1980;8;3;"GIRONA";170;"E";7;-0.37;-9.87;4.75
2009;4;29;"BERGA";32;"NE";6;39.09;8.29;15.4
1965;7;23;"STACOL";22;"SE";2;9.39;-9.02;9.21
1955;12;3;"HOSPI";54;"NO";10;39.54;14.63;12.45
1979;6;2;"LLEIDA";10;"N";0;35.28;3.72;15.78
1980;12;4;"VIC";145;"N";0;3.32;2.95;0.18
1987;11;16;"MASNOU";194;"NO";8;-1.98;-7.36;2.69
2018;3;21;"STACOL";137;"SO";8;7.08;-4.59;5.83
1966;6;19;"GIRONA";39;"E";9;39.59;16.77;11.41
1950;9;30;"LLEIDA";121;"NO";3;43.92;17.92;13.0
1951;12;7;"STACOL";111;"S";10;39.91;7.83;16.04
2007;8;22;"TARRACO";176;"NE";5;-1.33;-4.33;1.5
1956;6;3;"BCN";155;"NO";0;27.5;0.24;13.63
1951;9;29;"TARRACO";181;"NE";3;20.15;15.85;2.15
1974;1;3;"LLEIDA";156;"NE";3;18.17;-7.65;12.91
1974;8;5;"HOSPI";132;"NO";9;31.84;11.22;10.31
1983;1;13;"TIBIDABO";37;"O";10;27.3;-7.66;17.48
2006;5;10;"GIRONA";171;"S";5;21.63;-8.93;15.28
1957;10;30;"GIRONA";183;"S";5;13.66;-9.84;11.75
1967;10;25;"TIBIDABO";123;"NE";5;18.55;6.04;6.26
1985;4;8;"STACOL";48;"O";9;34.49;17.87;8.31
2004;8;23;"STACOL";139;"E";7;38.62;3.72;17.45
1979;6;16;"HOSPI";94;"N";9;22.7;1.61;10.54
2000;10;23;"GIRONA";18;"NE";3;27.71;19.17;4.27
1970;8;18;"MASNOU";160;"NO";3;41.14;-0.16;20.65
2012;4;20;"VIC";149;"NO";0;29.36;19.62;4.87
1962;10;17;"BCN";181;"SE";8;5.75;-0.06;2.9
1961;7;9;"STACOL";5;"NO";10;25.99;13.03;6.48
1965;6;3;"STACOL";86;"NO";9;17.97;6.21;5.88
1953;6;16;"GIRONA";70;"NE";2;27.21;13.92;6.65
1961;1;26;"GIRONA";185;"NE";1;25.55;18.15;3.7
1966;4;29;"LLEIDA";57;"NE";6;30.65;19.46;5.59
2005;3;5;"TARRACO";160;"SO";8;38.2;13.96;12.12
2011;2;25;"TIBIDABO";65;"NE";5;27.37;19.78;3.79
1993;7;25;"LLEIDA";86;"SE";7;33.46;13.7;9.88
2007;9;28;"MASNOU";91;"SE";5;2.04;-8.07;5.05
2007;12;16;"STACOL";84;"N";6;40.17;16.39;11.89
2011;4;19;"TIBIDABO";191;"E";7;43.14;14.57;14.29
2006;3;12;"TARRACO";109;"E";10;27.43;12.5;7.46
2000;5;15;"GIRONA";184;"SO";6;29.16;10.53;9.32
2006;4;8;"HOSPI";142;"NE";0;27.7;16.86;5.42
2001;2;4;"VIC";103;"SO";6;8.29;3.61;2.34
1950;4;25;"TIBIDABO";49;"N";6;26.03;-5.91;15.97
1972;10;19;"MASNOU";119;"NE";2;31.67;6.18;12.75
1977;9;16;"TARRACO";185;"E";7;43.97;13.54;15.21
2013;4;13;"LLEIDA";163;"E";2;44.19;0.5;21.84
1991;6;17;"HOSPI";36;"NE";4;44.67;11.79;16.44
1962;10;8;"GIRONA";86;"NE";3;21.29;7.85;6.72
1979;10;22;"VIC";184;"S";1;38.25;9.26;14.5
1983;1;11;"GIRONA";33;"N";0;5.34;-7.69;6.52
1969;11;29;"TIBIDABO";195;"NO";4;8.25;-8.25;8.25
2016;10;27;"BERGA";190;"O";1;12.57;10.49;1.04
1986;12;25;"HOSPI";147;"O";6;42.09;10.17;15.96
1995;11;12;"GIRONA";95;"O";0;33.9;-1.53;17.71
1970;10;23;"MASNOU";105;"S";1;36.57;2.52;17.02
1970;1;12;"TARRACO";145;"NO";9;40.87;13.08;13.89
1998;8;30;"TARRACO";42;"SO";10;43.82;-5.19;24.5
1974;5;6;"LLEIDA";61;"O";7;12.05;5.04;3.51
1952;12;19;"HOSPI";179;"NO";7;15.76;-3.98;9.87
2001;10;20;"BERGA";59;"NO";9;37.81;15.01;11.4
2005;10;11;"HOSPI";5;"S";3;14.74;13.04;0.85
1960;3;7;"TARRACO";145;"SO";9;13.3;-0.33;6.82
1950;12;14;"MASNOU";183;"E";2;-3.16;-5.02;0.93
1969;8;14;"LLEIDA";188;"O";1;19.49;3.92;7.78
2002;12;10;"MASNOU";149;"E";0;42.52;12.5;15.01
2000;10;29;"TARRACO";10;"N";10;14.68;7.09;3.79
1972;7;18;"HOSPI";66;"NO";3;29.88;16.33;6.78
2000;3;14;"VIC";91;"E";6;38.3;9.53;14.38
1958;12;8;"TARRACO";185;"NO";10;24.44;14.85;4.8
2013;1;13;"MASNOU";182;"N";0;22.44;3.81;9.32
1961;10;20;"GIRONA";49;"SE";0;19.46;18.2;0.63
1992;5;1;"TIBIDABO";161;"NE";3;5.63;3.64;0.99
2014;11;8;"HOSPI";199;"NE";7;25.99;-7.95;16.97
2016;1;18;"BERGA";143;"SO";8;16.38;16.28;0.05
1987;4;13;"HOSPI";95;"O";8;-8.28;-8.66;0.19
1981;6;10;"MASNOU";48;"S";8;27.96;-1.97;14.96
1979;11;30;"LLEIDA";170;"E";2;44.49;16.19;14.15
1975;5;1;"BERGA";38;"S";3;18.77;0.04;9.37
1975;12;27;"TARRACO";78;"SO";2;43.44;-0.89;22.16
1995;10;21;"STACOL";23;"NO";9;1.22;-2.4;1.81
2003;6;21;"BERGA";76;"N";10;44.25;8.92;17.66
2017;3;15;"VIC";187;"S";8;14.74;-2.78;8.76
2001;7;21;"STACOL";64;"SO";9;26.24;13.21;6.51
1975;9;9;"GIRONA";170;"SO";2;-0.89;-5.85;2.48
1956;11;25;"TIBIDABO";38;"N";5;30.53;15.57;7.48
1990;8;8;"BERGA";125;"S";5;40.49;15.1;12.7
1959;8;14;"HOSPI";34;"NO";6;34.16;-0.22;17.19
2007;12;25;"STACOL";125;"SO";5;26.73;19.9;3.42
2017;4;16;"BERGA";99;"SO";2;20.7;14.15;3.27
1992;4;17;"STACOL";30;"NO";10;34.89;16.93;8.98
1983;12;4;"TIBIDABO";145;"SE";0;41.54;9.07;16.23
1998;9;18;"TARRACO";165;"N";9;25.68;3.55;11.06
1989;6;26;"GIRONA";170;"SO";10;26.89;19.93;3.48
1956;8;2;"BCN";165;"S";5;31.28;2.82;14.23
1968;12;12;"BERGA";58;"S";2;26.62;-8.15;17.39
1953;3;5;"HOSPI";159;"SE";3;40.98;-0.15;20.56
1986;12;7;"LLEIDA";40;"S";8;24.93;12.12;6.41
1967;2;27;"STACOL";25;"SO";5;0.85;-1.54;1.2
2000;4;23;"VIC";152;"NE";8;-3.49;-8.19;2.35
