centro;anyy;mes;dia;id_cliente;tipo;c_postal;base_fra;pIva;total_fra;portes
BCN;2020;10;17;622;1;'08002';1748;21;2115.08;85
BCN;2020;9;30;2176;6;'08001';1539;21;1862.19;27
BCN;2020;2;27;1936;8;'08001';643;21;778.03;6
BCN;2020;2;27;1695;7;'08001';1592;21;1926.32;60
BCN;2020;4;21;2114;8;'08003';1721;21;2082.41;6
BCN;2020;11;22;702;5;'08002';354;21;428.34000000000003;6
BCN;2020;6;11;2263;6;'08050';2399;21;2902.79;50
BCN;2021;1;10;2348;5;'08050';189;21;228.69;69
BCN;2021;12;4;2274;4;'08050';1539;21;1862.19;67
BCN;2021;7;5;2294;6;'08002';799;21;966.79;95
BCN;2020;10;11;740;1;'08001';2317;21;2803.57;65
BCN;2020;11;26;2004;1;'08001';2190;21;2649.9;55
BCN;2020;8;29;169;3;'08001';1894;21;2291.74;91
BCN;2021;12;30;218;6;'08003';2420;21;2928.2;41
BCN;2021;3;26;120;9;'08001';1556;21;1882.76;82
BCN;2020;3;11;1929;5;'08050';1091;21;1320.1100000000001;16
BCN;2021;11;29;1113;8;'08003';698;21;844.58;53
BCN;2020;3;10;1889;2;'08050';2181;21;2639.01;88
BCN;2020;8;10;666;7;'08002';964;21;1166.44;27
BCN;2020;5;28;728;4;'08050';2170;21;2625.7;23
BCN;2021;10;6;660;8;'08002';446;21;539.66;35
BCN;2021;11;19;1612;10;'08002';1879;21;2273.59;41
BCN;2020;11;16;757;9;'08003';1124;21;1360.04;3
BCN;2020;3;31;1713;7;'08001';2391;21;2893.11;28
BCN;2020;9;14;1745;3;'08050';2209;21;2672.89;32
BCN;2021;8;11;1107;8;'08050';1426;21;1725.46;62
BCN;2020;8;14;536;7;'08001';1284;21;1553.6399999999999;56
BCN;2021;11;28;377;9;'08002';2361;21;2856.81;72
BCN;2021;2;9;971;1;'08050';2290;21;2770.9;10
BCN;2020;3;3;1534;6;'08003';154;21;186.34;85
BCN;2021;8;23;2458;10;'08003';403;21;487.63;81
BCN;2020;5;27;397;4;'08001';1181;21;1429.01;20
BCN;2021;7;1;1554;3;'08050';1137;21;1375.77;64
BCN;2021;3;5;2062;6;'08002';2407;21;2912.4700000000003;97
BCN;2021;11;23;2362;7;'08050';2087;21;2525.27;54
BCN;2021;4;19;1568;6;'08002';180;21;217.8;88
BCN;2021;1;19;1681;5;'08003';657;21;794.97;52
BCN;2021;12;19;336;3;'08003';390;21;471.9;40
BCN;2020;2;22;455;9;'08002';93;21;112.53;71
BCN;2021;6;13;2224;2;'08003';1824;21;2207.04;88
BCN;2021;11;16;1067;5;'08002';171;21;206.91;8
BCN;2021;3;14;2273;1;'08002';552;21;667.92;22
BCN;2021;1;6;108;9;'08002';217;21;262.57;69
BCN;2020;3;7;2479;4;'08002';736;21;890.56;73
BCN;2020;11;28;1664;3;'08001';607;21;734.47;72
BCN;2020;8;21;2253;4;'08002';1721;21;2082.41;31
BCN;2021;10;2;2219;3;'08050';693;21;838.53;78
BCN;2021;12;30;1055;1;'08050';220;21;266.2;90
BCN;2021;12;4;1430;7;'08003';443;21;536.03;22
BCN;2020;4;29;321;9;'08003';1734;21;2098.14;47
BCN;2021;4;15;1013;10;'08050';959;21;1160.3899999999999;83
BCN;2020;8;22;2092;4;'08050';2445;21;2958.45;6
BCN;2020;1;12;1937;4;'08050';2268;21;2744.2799999999997;51
BCN;2021;10;2;665;6;'08050';1144;21;1384.24;97
BCN;2020;12;11;1175;3;'08003';1155;21;1397.55;63
BCN;2020;4;27;581;10;'08050';1282;21;1551.22;36
BCN;2021;10;10;190;1;'08003';908;21;1098.68;16
BCN;2020;5;16;1920;6;'08001';1751;21;2118.71;27
BCN;2021;10;4;479;6;'08003';1974;21;2388.54;69
BCN;2021;12;14;350;1;'08002';1325;21;1603.25;33
BCN;2020;6;5;1396;6;'08003';563;21;681.23;93
BCN;2020;9;23;1907;4;'08002';1249;21;1511.29;37
BCN;2021;3;11;2215;10;'08050';1663;21;2012.23;95
BCN;2020;10;29;990;10;'08050';1559;21;1886.3899999999999;21
BCN;2021;6;21;19;10;'08001';1797;21;2174.37;12
BCN;2020;3;19;943;10;'08001';347;21;419.87;93
BCN;2020;11;17;296;1;'08003';829;21;1003.09;14
BCN;2021;1;20;1773;6;'08003';350;21;423.5;25
BCN;2020;7;7;1320;10;'08050';1564;21;1892.44;78
BCN;2021;7;28;1947;6;'08050';1961;21;2372.81;89
BCN;2020;7;11;321;7;'08002';764;21;924.44;82
BCN;2020;2;6;2182;2;'08003';851;21;1029.71;3
BCN;2021;11;14;1630;6;'08050';729;21;882.09;95
BCN;2021;3;30;2328;10;'08002';710;21;859.1;65
BCN;2020;3;19;352;6;'08002';798;21;965.58;12
BCN;2021;5;18;1336;7;'08001';2202;21;2664.42;17
BCN;2020;6;8;1682;7;'08003';1544;21;1868.24;78
BCN;2021;9;14;1323;9;'08003';638;21;771.98;26
BCN;2021;3;26;1760;9;'08003';1959;21;2370.39;67
BCN;2020;11;27;2072;8;'08002';2303;21;2786.63;33
BCN;2020;5;26;1455;5;'08002';704;21;851.84;54
BCN;2020;5;18;63;10;'08050';1582;21;1914.22;100
BCN;2021;4;30;904;8;'08001';1992;21;2410.32;82
BCN;2021;5;15;225;10;'08050';2482;21;3003.2200000000003;92
BCN;2020;1;4;814;10;'08050';313;21;378.73;26
BCN;2020;2;22;170;3;'08003';1274;21;1541.54;14
BCN;2020;11;1;241;10;'08001';1463;21;1770.23;4
BCN;2020;1;8;2314;6;'08001';1915;21;2317.15;83
BCN;2021;4;19;1483;2;'08050';572;21;692.12;20
BCN;2021;9;2;1141;5;'08001';611;21;739.31;23
BCN;2021;4;19;1058;5;'08001';2081;21;2518.01;22
BCN;2021;6;23;2022;9;'08002';1098;21;1328.58;3
BCN;2021;3;16;1980;1;'08003';1665;21;2014.65;42
BCN;2021;1;29;1240;10;'08003';1453;21;1758.13;50
BCN;2020;9;24;1895;1;'08050';1894;21;2291.74;91
BCN;2020;4;19;2313;9;'08050';755;21;913.55;65
BCN;2021;11;23;2380;4;'08050';818;21;989.78;43
BCN;2020;2;15;1781;9;'08003';1051;21;1271.71;86
BCN;2021;1;4;152;5;'08001';2155;21;2607.55;89
BCN;2021;5;30;1274;9;'08001';328;21;396.88;7
BCN;2021;1;10;1346;4;'08001';533;21;644.9300000000001;22
BCN;2021;5;21;2312;5;'08001';285;21;344.85;5
BCN;2020;2;10;365;8;'08003';468;21;566.28;66
BCN;2020;12;4;2290;9;'08050';1837;21;2222.77;65
BCN;2020;3;4;2279;2;'08050';1692;21;2047.32;38
BCN;2021;4;24;686;8;'08003';1755;21;2123.55;55
BCN;2021;3;13;855;6;'08050';1159;21;1402.3899999999999;54
BCN;2021;3;18;723;7;'08050';2048;21;2478.08;25
BCN;2020;6;22;796;8;'08001';1211;21;1465.31;54
BCN;2020;5;12;1581;2;'08001';274;21;331.54;86
BCN;2021;12;23;854;10;'08002';1754;21;2122.34;75
BCN;2021;6;26;926;4;'08050';1996;21;2415.16;23
BCN;2020;7;10;1784;2;'08050';1371;21;1658.91;50
BCN;2021;10;4;2323;2;'08050';1913;21;2314.73;4
BCN;2020;6;22;145;5;'08001';176;21;212.96;0
BCN;2021;9;24;335;2;'08050';1102;21;1333.42;9
BCN;2020;1;18;975;3;'08001';2481;21;3002.01;68
BCN;2021;10;24;2338;4;'08003';941;21;1138.6100000000001;94
BCN;2020;10;10;757;8;'08001';2320;21;2807.2;63
BCN;2021;8;20;1623;9;'08002';1318;21;1594.78;46
BCN;2020;8;7;1841;10;'08002';76;21;91.96000000000001;63
BCN;2020;12;13;1325;4;'08003';1020;21;1234.2;36
BCN;2021;5;16;1876;3;'08001';1781;21;2155.01;48
BCN;2021;10;8;226;9;'08050';549;21;664.29;43
BCN;2021;1;22;1301;9;'08050';2232;21;2700.7200000000003;69
BCN;2021;4;9;2463;3;'08002';704;21;851.84;97
BCN;2021;11;24;1850;7;'08001';810;21;980.1;21
BCN;2021;11;24;1391;2;'08001';2233;21;2701.93;66
BCN;2021;4;9;1804;5;'08002';559;21;676.39;81
BCN;2020;12;18;1323;8;'08001';909;21;1099.8899999999999;98
BCN;2021;9;29;2077;9;'08050';759;21;918.39;18
BCN;2020;9;24;1123;2;'08050';110;21;133.1;9
BCN;2020;1;13;33;1;'08050';1827;21;2210.67;88
BCN;2020;8;11;243;7;'08003';1781;21;2155.01;54
BCN;2020;10;3;2354;5;'08003';2300;21;2783.0;69
BCN;2020;3;15;1284;1;'08002';1065;21;1288.65;49
BCN;2021;8;25;902;6;'08003';970;21;1173.7;57
BCN;2021;1;11;2136;9;'08002';1175;21;1421.75;75
BCN;2020;5;3;462;2;'08050';613;21;741.73;48
BCN;2021;1;8;1813;8;'08003';2150;21;2601.5;2
BCN;2021;6;13;563;4;'08001';1381;21;1671.01;99
BCN;2021;11;4;69;10;'08002';658;21;796.1800000000001;52
BCN;2020;7;12;1499;8;'08002';1743;21;2109.0299999999997;25
BCN;2020;8;12;2483;10;'08003';1831;21;2215.51;99
BCN;2021;9;12;710;1;'08003';1896;21;2294.16;91
BCN;2021;12;10;1236;5;'08002';756;21;914.76;97
BCN;2021;8;17;2269;6;'08001';191;21;231.11;73
BCN;2020;6;2;2344;7;'08002';1149;21;1390.29;49
BCN;2020;6;20;53;2;'08050';2472;21;2991.12;61
BCN;2021;6;9;1798;3;'08002';1441;21;1743.6100000000001;10
BCN;2021;11;9;370;5;'08050';662;21;801.02;13
BCN;2020;10;12;855;3;'08050';1678;21;2030.38;92
BCN;2020;2;20;1928;8;'08001';906;21;1096.26;36
BCN;2021;9;18;884;9;'08050';2054;21;2485.34;30
BCN;2020;11;5;692;5;'08003';348;21;421.08;44
BCN;2021;4;8;1073;6;'08003';593;21;717.53;18
BCN;2021;3;2;1996;6;'08003';614;21;742.94;71
BCN;2021;6;22;2220;5;'08001';2343;21;2835.0299999999997;68
BCN;2020;8;26;1978;4;'08050';1134;21;1372.1399999999999;37
BCN;2021;1;25;1589;5;'08001';2402;21;2906.42;66
BCN;2021;10;7;20;2;'08003';501;21;606.21;42
BCN;2020;7;2;1937;4;'08050';2082;21;2519.2200000000003;95
BCN;2021;2;28;2411;9;'08003';487;21;589.27;60
BCN;2021;10;25;215;1;'08002';986;21;1193.06;80
BCN;2021;5;5;2309;5;'08002';2418;21;2925.7799999999997;100
BCN;2021;1;7;1357;10;'08003';1609;21;1946.8899999999999;52
BCN;2020;3;31;1820;4;'08002';628;21;759.88;74
BCN;2020;6;2;1327;9;'08003';2291;21;2772.11;29
BCN;2021;3;26;1846;5;'08001';948;21;1147.08;67
BCN;2021;6;8;1167;5;'08050';99;21;119.78999999999999;35
BCN;2021;11;7;291;2;'08002';245;21;296.45;43
BCN;2020;1;9;266;2;'08003';161;21;194.81;67
BCN;2020;1;10;2100;5;'08050';912;21;1103.52;56
BCN;2021;12;23;1938;5;'08002';2260;21;2734.6;11
BCN;2021;4;15;2472;6;'08001';1901;21;2300.21;64
BCN;2020;1;1;197;8;'08050';615;21;744.15;33
BCN;2020;12;13;1051;8;'08003';1352;21;1635.92;67
BCN;2020;1;5;1349;1;'08002';1251;21;1513.71;87
BCN;2021;7;3;2449;10;'08001';124;21;150.04;37
BCN;2020;11;30;2213;6;'08001';1822;21;2204.62;65
BCN;2020;2;23;2296;1;'08003';837;21;1012.77;10
BCN;2021;5;4;682;2;'08050';1109;21;1341.8899999999999;38
BCN;2020;2;24;740;5;'08050';658;21;796.1800000000001;21
BCN;2021;2;3;346;6;'08002';2446;21;2959.66;49
BCN;2021;5;25;413;10;'08002';2223;21;2689.83;95
BCN;2020;11;19;637;4;'08003';565;21;683.65;99
BCN;2020;7;20;2329;5;'08001';2269;21;2745.49;72
BCN;2021;12;21;159;10;'08003';1881;21;2276.01;74
BCN;2020;11;22;1138;10;'08003';1606;21;1943.26;92
BCN;2021;12;20;250;2;'08050';541;21;654.61;6
BCN;2020;4;21;813;9;'08001';54;21;65.34;37
BCN;2020;4;26;904;6;'08050';2105;21;2547.05;51
BCN;2021;8;7;2465;4;'08002';2337;21;2827.77;56
BCN;2021;5;21;897;9;'08003';1672;21;2023.12;42
BCN;2020;1;22;299;7;'08003';819;21;990.99;73
BCN;2021;3;2;1730;10;'08003';1479;21;1789.59;40
BCN;2020;10;3;1468;3;'08050';1225;21;1482.25;77
BCN;2021;3;30;450;2;'08001';1128;21;1364.88;0
BCN;2021;3;22;2013;1;'08050';729;21;882.09;0
BCN;2020;2;21;192;7;'08050';628;21;759.88;36
BCN;2020;1;20;1017;6;'08050';1506;21;1822.26;61
BCN;2021;10;27;1809;6;'08050';1605;21;1942.05;24
BCN;2020;8;8;1439;1;'08003';1811;21;2191.31;25
BCN;2021;2;13;1636;3;'08050';1875;21;2268.75;99
BCN;2020;7;18;2099;2;'08001';932;21;1127.72;22
BCN;2021;6;28;1528;7;'08002';798;21;965.58;18
BCN;2020;4;16;95;9;'08003';1161;21;1404.81;29
BCN;2020;1;26;1390;7;'08001';2100;21;2541.0;4
BCN;2020;10;18;275;10;'08002';358;21;433.18;30
BCN;2021;1;1;2396;5;'08003';2484;21;3005.64;30
BCN;2021;9;15;1814;10;'08050';1112;21;1345.52;87
BCN;2021;2;4;1122;5;'08002';1358;21;1643.18;82
BCN;2020;12;22;2077;4;'08050';934;21;1130.1399999999999;41
BCN;2021;8;3;1998;6;'08002';787;21;952.27;61
BCN;2020;10;22;1735;1;'08002';138;21;166.98;57
BCN;2020;12;6;833;3;'08050';814;21;984.94;14
BCN;2021;9;1;2070;2;'08001';1007;21;1218.47;15
BCN;2020;3;5;1898;7;'08003';2086;21;2524.06;78
BCN;2021;2;2;581;4;'08003';1397;21;1690.37;5
BCN;2021;2;3;657;1;'08050';1973;21;2387.33;17
BCN;2020;4;2;1795;10;'08050';705;21;853.05;28
BCN;2020;11;7;1866;1;'08050';900;21;1089.0;26
BCN;2021;8;6;810;2;'08050';1143;21;1383.03;60
BCN;2021;7;5;542;2;'08003';2434;21;2945.14;58
BCN;2020;6;17;2221;6;'08001';1028;21;1243.88;60
BCN;2020;8;10;304;10;'08002';1799;21;2176.79;73
BCN;2021;7;30;2036;1;'08050';2323;21;2810.83;90
BCN;2021;12;5;848;2;'08001';2445;21;2958.45;15
BCN;2021;4;29;704;5;'08001';493;21;596.53;15
BCN;2020;4;14;1537;4;'08002';1085;21;1312.85;98
BCN;2020;1;25;212;4;'08003';1673;21;2024.33;76
BCN;2020;6;24;1015;2;'08003';1445;21;1748.45;43
BCN;2021;9;25;2192;7;'08002';2447;21;2960.87;54
BCN;2020;1;14;1897;6;'08050';168;21;203.28;1
BCN;2021;8;1;705;7;'08001';1286;21;1556.06;82
BCN;2021;6;9;525;3;'08050';1190;21;1439.9;89
BCN;2020;2;19;2306;5;'08001';325;21;393.25;12
BCN;2020;10;25;1764;10;'08002';2130;21;2577.3;53
BCN;2021;9;21;1313;7;'08050';489;21;591.69;89
BCN;2020;4;21;1600;9;'08003';1552;21;1877.92;65
BCN;2021;10;12;2223;5;'08003';1493;21;1806.53;82
BCN;2021;11;29;966;2;'08003';189;21;228.69;99
BCN;2021;10;12;934;4;'08050';1121;21;1356.41;75
BCN;2021;7;21;716;2;'08003';658;21;796.1800000000001;34
BCN;2021;3;14;2298;6;'08050';1339;21;1620.19;18
BCN;2020;8;23;2047;1;'08002';1306;21;1580.26;64
BCN;2021;9;3;1250;2;'08001';1729;21;2092.09;41
BCN;2020;4;26;557;9;'08050';1849;21;2237.29;8
BCN;2020;9;30;2434;10;'08002';1616;21;1955.3600000000001;51
BCN;2020;6;29;2474;1;'08002';415;21;502.15;17
BCN;2020;4;27;304;10;'08001';1903;21;2302.63;55
BCN;2020;3;26;877;2;'08003';873;21;1056.33;42
BCN;2021;2;24;549;2;'08001';531;21;642.51;59
BCN;2021;6;7;1791;9;'08003';1743;21;2109.0299999999997;81
BCN;2020;6;10;1003;6;'08001';734;21;888.14;65
BCN;2021;7;17;96;1;'08050';349;21;422.29;57
BCN;2020;2;10;2025;3;'08050';893;21;1080.53;41
BCN;2021;3;8;1336;10;'08003';718;21;868.78;45
BCN;2021;3;14;2416;3;'08002';77;21;93.17;50
BCN;2020;7;11;514;8;'08002';1424;21;1723.04;39
BCN;2021;12;9;1576;2;'08050';2091;21;2530.11;66
BCN;2021;4;14;4;5;'08003';361;21;436.81;40
BCN;2021;7;1;245;2;'08003';287;21;347.27;49
BCN;2020;7;21;523;2;'08002';1025;21;1240.25;20
BCN;2021;2;23;2063;5;'08003';1889;21;2285.69;42
BCN;2020;3;11;861;6;'08003';1336;21;1616.56;94
BCN;2020;7;4;2228;8;'08002';108;21;130.68;19
BCN;2021;7;22;1312;5;'08050';2259;21;2733.39;16
BCN;2021;1;5;1605;6;'08002';1178;21;1425.38;72
BCN;2021;6;2;290;1;'08003';2060;21;2492.6;83
BCN;2021;8;20;1007;10;'08001';2156;21;2608.76;36
BCN;2020;10;19;2214;8;'08001';2337;21;2827.77;44
BCN;2020;1;3;1749;10;'08001';917;21;1109.57;64
BCN;2020;10;29;172;1;'08003';1114;21;1347.94;69
BCN;2021;8;17;756;1;'08002';2278;21;2756.38;59
BCN;2020;2;17;2199;10;'08050';1697;21;2053.37;47
BCN;2020;4;9;1268;7;'08050';426;21;515.46;51
BCN;2020;5;12;1405;7;'08002';932;21;1127.72;27
BCN;2020;7;17;37;4;'08003';126;21;152.46;97
BCN;2020;2;10;1101;8;'08050';499;21;603.79;64
BCN;2021;9;4;1318;1;'08002';1008;21;1219.68;43
BCN;2021;6;19;987;2;'08001';1169;21;1414.49;67
BCN;2020;8;9;2440;7;'08002';2419;21;2926.99;78
BCN;2020;6;3;504;2;'08050';2278;21;2756.38;100
BCN;2021;3;18;1786;10;'08001';1158;21;1401.18;52
BCN;2020;1;25;270;9;'08002';2268;21;2744.2799999999997;61
BCN;2021;3;3;1924;9;'08003';1501;21;1816.21;41
BCN;2021;3;14;1852;2;'08002';706;21;854.26;48
BCN;2020;2;13;2470;1;'08050';598;21;723.58;32
BCN;2020;9;6;2219;2;'08003';478;21;578.38;72
BCN;2020;3;24;1850;8;'08001';71;21;85.91;89
BCN;2021;9;3;572;7;'08003';1411;21;1707.31;30
BCN;2020;2;21;1752;6;'08003';1332;21;1611.72;26
BCN;2021;1;18;570;3;'08001';1604;21;1940.84;31
BCN;2020;3;28;528;9;'08050';1540;21;1863.4;3
BCN;2020;2;21;837;4;'08001';2330;21;2819.3;32
BCN;2021;10;24;1072;9;'08001';2173;21;2629.33;3
BCN;2020;8;26;1546;2;'08002';2443;21;2956.0299999999997;45
BCN;2021;11;7;1195;9;'08003';1880;21;2274.8;56
BCN;2021;1;20;982;5;'08050';1538;21;1860.98;24
BCN;2021;4;3;860;5;'08001';1664;21;2013.44;1
BCN;2021;3;9;1063;8;'08001';2305;21;2789.05;75
BCN;2021;9;27;2319;5;'08002';575;21;695.75;39
BCN;2021;9;8;2225;10;'08002';1685;21;2038.85;30
BCN;2020;10;23;2432;1;'08001';799;21;966.79;33
BCN;2020;12;17;1721;5;'08001';619;21;748.99;0
BCN;2021;10;25;2372;10;'08002';910;21;1101.1;64
BCN;2021;1;4;1959;2;'08002';2288;21;2768.48;51
BCN;2020;7;13;643;3;'08002';2489;21;3011.69;11
BCN;2021;7;8;1199;2;'08050';1779;21;2152.59;28
BCN;2020;11;7;2322;6;'08050';1975;21;2389.75;18
BCN;2020;8;22;812;8;'08002';161;21;194.81;93
BCN;2020;5;1;1899;7;'08002';1366;21;1652.8600000000001;46
BCN;2021;7;10;2482;2;'08002';739;21;894.19;26
BCN;2021;12;6;2154;3;'08001';2110;21;2553.1;65
BCN;2021;7;23;1321;4;'08050';590;21;713.9;20
BCN;2020;3;16;973;7;'08003';937;21;1133.77;57
BCN;2020;2;7;937;2;'08003';65;21;78.65;90
BCN;2021;8;12;1195;3;'08050';1897;21;2295.37;83
BCN;2020;11;3;1917;3;'08003';819;21;990.99;97
BCN;2021;12;7;957;1;'08002';499;21;603.79;57
BCN;2021;1;1;2464;9;'08003';1074;21;1299.54;48
BCN;2021;5;26;292;8;'08003';1356;21;1640.76;13
BCN;2021;12;14;1348;2;'08002';749;21;906.29;14
BCN;2020;4;21;1282;1;'08003';627;21;758.67;57
BCN;2020;5;13;2327;9;'08002';672;21;813.12;18
BCN;2021;1;10;1563;6;'08050';105;21;127.05;8
BCN;2020;2;16;908;9;'08002';291;21;352.11;17
BCN;2020;11;21;2124;2;'08050';840;21;1016.4;50
BCN;2020;1;23;2103;9;'08050';2216;21;2681.36;50
BCN;2020;4;23;310;10;'08001';1213;21;1467.73;19
BCN;2020;8;14;926;5;'08002';887;21;1073.27;31
BCN;2020;1;29;808;5;'08003';1601;21;1937.21;68
BCN;2021;11;21;1778;3;'08001';1699;21;2055.79;14
BCN;2020;4;18;1410;4;'08001';1416;21;1713.3600000000001;1
BCN;2020;8;16;847;5;'08003';110;21;133.1;3
BCN;2021;11;5;65;10;'08001';1289;21;1559.69;71
BCN;2020;11;14;1129;5;'08002';1660;21;2008.6;77
BCN;2020;11;18;1768;3;'08001';1307;21;1581.47;1
BCN;2020;11;19;2310;7;'08002';195;21;235.95;87
BCN;2021;2;9;59;7;'08002';1793;21;2169.5299999999997;43
BCN;2020;12;7;1814;10;'08003';141;21;170.61;2
BCN;2021;4;2;2301;10;'08001';1205;21;1458.05;64
BCN;2020;6;1;1827;8;'08002';1777;21;2150.17;61
BCN;2020;11;4;1996;7;'08002';974;21;1178.54;44
BCN;2020;9;23;909;3;'08050';506;21;612.26;78
BCN;2021;1;14;1879;2;'08003';864;21;1045.44;40
BCN;2020;11;14;1782;5;'08002';2053;21;2484.13;81
BCN;2020;6;18;1561;1;'08050';914;21;1105.94;3
BCN;2021;9;2;2098;6;'08050';310;21;375.1;37
BCN;2021;10;9;720;7;'08050';2386;21;2887.06;70
BCN;2021;11;10;1665;2;'08003';1754;21;2122.34;92
BCN;2020;9;25;563;6;'08050';67;21;81.07;67
BCN;2021;3;24;1338;4;'08003';899;21;1087.79;13
BCN;2021;7;27;2287;4;'08003';938;21;1134.98;54
BCN;2021;6;13;2258;1;'08003';1993;21;2411.5299999999997;45
BCN;2021;4;11;2197;9;'08003';2241;21;2711.61;98
BCN;2020;1;11;967;6;'08050';1919;21;2321.99;19
BCN;2021;11;6;797;10;'08050';59;21;71.39;46
BCN;2020;1;29;951;2;'08003';1830;21;2214.3;98
BCN;2020;2;17;2254;4;'08001';641;21;775.61;8
BCN;2021;3;19;377;4;'08002';204;21;246.84;37
BCN;2020;7;9;696;10;'08001';276;21;333.96;7
BCN;2020;8;4;1937;8;'08050';804;21;972.84;31
BCN;2020;1;27;1542;4;'08001';1334;21;1614.1399999999999;88
BCN;2020;11;4;245;5;'08003';1098;21;1328.58;60
BCN;2021;4;12;137;1;'08003';128;21;154.88;5
BCN;2020;4;27;1813;8;'08003';410;21;496.1;42
BCN;2021;10;19;121;8;'08001';2475;21;2994.75;81
BCN;2020;6;9;1885;8;'08002';1159;21;1402.3899999999999;88
BCN;2021;5;2;260;6;'08050';102;21;123.42;58
BCN;2020;1;7;1702;5;'08050';761;21;920.81;47
BCN;2021;9;3;69;10;'08002';1865;21;2256.65;39
BCN;2020;4;20;655;9;'08050';2353;21;2847.13;70
BCN;2021;7;10;1242;10;'08003';549;21;664.29;97
BCN;2021;10;27;6;10;'08002';2312;21;2797.52;1
BCN;2021;5;19;2247;3;'08050';2155;21;2607.55;18
BCN;2020;4;6;362;5;'08003';1051;21;1271.71;62
BCN;2020;8;22;307;3;'08001';927;21;1121.67;97
BCN;2021;9;18;1060;6;'08050';920;21;1113.2;19
BCN;2021;5;29;363;6;'08001';2134;21;2582.14;44
BCN;2021;5;29;2414;10;'08002';1830;21;2214.3;44
BCN;2020;7;15;551;2;'08003';1107;21;1339.47;43
BCN;2020;9;28;164;7;'08001';1475;21;1784.75;21
BCN;2020;1;21;530;1;'08003';2399;21;2902.79;72
BCN;2020;7;11;533;5;'08001';1347;21;1629.87;51
BCN;2021;5;2;2341;2;'08002';1026;21;1241.46;87
BCN;2020;9;8;575;8;'08002';2250;21;2722.5;3
BCN;2020;11;12;744;3;'08050';1167;21;1412.07;12
BCN;2020;7;6;1824;10;'08002';155;21;187.55;20
BCN;2021;9;27;1690;3;'08050';843;21;1020.03;37
BCN;2021;8;12;690;9;'08002';1294;21;1565.74;66
BCN;2020;6;18;990;6;'08001';2295;21;2776.95;35
BCN;2020;6;26;2208;9;'08050';1679;21;2031.59;18
BCN;2020;8;30;753;10;'08003';839;21;1015.19;32
BCN;2021;4;15;2275;2;'08001';536;21;648.56;44
BCN;2021;1;9;572;9;'08002';2341;21;2832.61;24
BCN;2021;12;3;1867;4;'08002';119;21;143.99;14
BCN;2021;1;27;2472;9;'08003';735;21;889.35;67
BCN;2021;10;24;159;6;'08050';1782;21;2156.2200000000003;37
BCN;2021;9;17;1165;9;'08050';420;21;508.2;46
BCN;2020;3;31;1084;1;'08001';1235;21;1494.35;68
BCN;2020;11;21;1013;9;'08050';1090;21;1318.9;72
BCN;2021;8;18;811;3;'08003';579;21;700.59;95
BCN;2020;8;30;434;5;'08003';1152;21;1393.92;80
BCN;2020;1;14;910;4;'08002';2308;21;2792.68;12
BCN;2021;11;27;752;3;'08003';772;21;934.12;63
BCN;2021;3;30;1302;6;'08003';640;21;774.4;69
BCN;2021;4;27;1671;1;'08002';1667;21;2017.07;23
BCN;2020;7;25;137;1;'08001';2162;21;2616.02;52
BCN;2021;10;22;346;1;'08050';2499;21;3023.79;31
BCN;2020;11;1;1876;10;'08001';1872;21;2265.12;51
BCN;2020;6;10;1634;4;'08003';1190;21;1439.9;84
BCN;2020;5;15;798;1;'08050';64;21;77.44;28
BCN;2021;2;22;1112;5;'08003';1522;21;1841.62;25
BCN;2021;1;22;1221;3;'08002';2476;21;2995.96;67
BCN;2021;7;18;1279;9;'08001';2286;21;2766.06;52
BCN;2020;10;4;2019;1;'08050';1016;21;1229.3600000000001;3
BCN;2020;12;15;120;7;'08050';242;21;292.82;74
BCN;2021;3;30;929;9;'08003';1190;21;1439.9;9
BCN;2020;3;1;545;6;'08003';1743;21;2109.0299999999997;44
BCN;2020;1;22;922;3;'08050';134;21;162.14;51
BCN;2020;8;18;2375;9;'08001';102;21;123.42;16
BCN;2021;9;25;213;4;'08050';1856;21;2245.76;24
BCN;2020;1;8;518;8;'08002';1270;21;1536.7;0
BCN;2021;1;20;209;4;'08003';1579;21;1910.59;19
BCN;2020;10;21;1392;5;'08001';2395;21;2897.95;39
BCN;2020;9;30;1166;5;'08003';1899;21;2297.79;89
BCN;2020;4;28;2283;6;'08002';1065;21;1288.65;39
BCN;2020;3;13;1383;7;'08050';577;21;698.17;2
BCN;2020;8;6;900;2;'08050';451;21;545.71;3
BCN;2020;6;18;15;10;'08002';1264;21;1529.44;49
BCN;2021;2;3;1143;9;'08001';1266;21;1531.8600000000001;5
BCN;2020;10;14;764;8;'08001';1863;21;2254.23;18
BCN;2021;11;6;362;7;'08003';1252;21;1514.92;57
BCN;2021;9;5;274;1;'08003';700;21;847.0;36
BCN;2021;12;24;2167;10;'08050';398;21;481.58;27
BCN;2020;8;3;1638;1;'08050';801;21;969.21;52
BCN;2020;12;11;1380;8;'08002';1119;21;1353.99;5
BCN;2021;1;6;685;3;'08002';1868;21;2260.2799999999997;53
BCN;2021;10;26;1507;1;'08002';80;21;96.8;67
BCN;2020;2;14;1265;7;'08001';1193;21;1443.53;93
BCN;2021;8;27;1676;3;'08002';174;21;210.54;43
BCN;2020;7;4;1930;9;'08050';479;21;579.59;30
BCN;2020;1;10;408;2;'08002';2479;21;2999.59;65
BCN;2021;8;29;483;1;'08003';2220;21;2686.2;24
